id_,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
126,1,5,185,75.0,,3,55494,0,0,1,-1,60.7,0,2,0.0,0.5,1,Joel,1.0,14,0,29.8,False,206.6,1033,Groin Injury - 75% chance of playing,2019-11-09T15:00:21.032099Z,46,0,0,0,55494.jpg,3.0,0,0,Ward,3.1,False,,d,7,31,30.0,36,268976,262,120532,6808,0.2,7.8,Ward,2
203,2,3,178,100.0,100.0,2,58621,0,0,-1,1,125.5,1,2,4.3,3.8,1,Kyle,3.8,11,1,38.3,False,153.4,817,,2019-10-19T19:00:18.236898Z,59,0,0,0,58621.jpg,3.6,0,0,Walker,13.3,False,,a,11,43,103.0,36,497435,6604,904289,5713,0.6,6.1,Walker,2
415,3,4,180,,,3,19624,0,0,-2,2,326.7,0,3,3.5,4.0,4,João Filipe Iria,3.5,13,0,63.3,False,265.4,989,,,53,0,0,0,19624.jpg,3.0,0,0,Santos Moutinho,3.8,False,,a,20,39,39.0,36,173259,3027,359224,2247,0.7,6.8,Moutinho,2
529,0,6,185,,,3,194794,0,0,3,-3,55.8,2,2,3.7,4.7,9,Fikayo,4.2,10,1,32.7,False,234.0,810,,,48,0,0,0,194794.jpg,4.0,0,0,Tomori,7.8,False,,a,6,8,35.0,36,605264,17927,88725,3938,0.9,7.5,Tomori,2
359,1,7,148,100.0,100.0,4,52940,0,0,-2,2,108.4,1,2,5.7,6.2,7,Daryl,6.2,5,0,27.1,False,116.0,606,,2019-10-19T19:00:18.506176Z,43,1,0,0,52940.jpg,4.5,0,0,Janmaat,1.7,False,,a,18,57,46.0,36,106812,14990,34809,986,1.4,8.4,Janmaat,1
103,2,3,147,,,3,82263,0,0,-2,2,129.9,1,2,4.5,5.5,0,Marcos,5.0,4,1,37.8,False,155.0,498,,,63,0,0,0,82263.jpg,5.1,0,0,Alonso,4.0,False,,a,6,8,94.0,36,227271,1735,293224,21001,0.8,5.7,Alonso,3
14,0,1,226,,,2,80201,0,0,0,0,0.0,0,1,3.2,2.7,2,Bernd,2.2,17,0,32.9,False,330.6,1080,,,50,0,0,0,80201.jpg,3.0,0,49,Leno,6.0,False,,a,1,3,0.0,36,305137,2773,300348,5101,0.4,7.2,Leno,2
199,0,2,154,,,4,41733,0,0,-1,1,75.0,1,3,3.0,2.0,2,Georginio,2.0,8,1,32.7,False,124.4,989,,,54,0,0,0,41733.jpg,2.9,0,0,Wijnaldum,2.7,False,,a,10,14,128.0,35,153311,3774,159883,2964,0.4,6.5,Wijnaldum,0
38,1,3,164,100.0,100.0,4,86153,0,0,0,0,142.2,1,2,3.0,2.5,-1,Martín,3.5,13,0,36.0,False,162.6,899,,2019-09-14T16:30:10.724610Z,45,0,0,0,86153.jpg,3.2,0,0,Montoya,0.7,False,,a,4,36,54.0,35,57627,902,57447,827,0.8,7.8,Montoya,3
101,3,2,173,,,4,60551,0,0,-1,1,292.1,0,3,3.3,2.8,5,Ashley,2.8,18,0,52.3,False,184.0,1080,,,54,0,0,0,60551.jpg,2.9,0,0,Westwood,0.5,False,,a,5,90,47.0,35,20553,834,43601,329,0.5,6.5,Westwood,4
134,0,6,152,100.0,100.0,3,66975,0,0,-3,3,259.5,1,3,2.8,3.3,2,Luka,3.8,15,2,54.9,False,205.8,975,,2019-09-29T09:30:20.636934Z,67,0,0,0,66975.jpg,3.2,0,0,Milivojevic,2.6,False,,a,7,31,83.0,35,37870,955,376517,1328,0.6,5.2,Milivojevic,6
447,3,5,181,100.0,100.0,2,39487,0,0,2,-2,131.8,1,2,0.5,0.0,0,Erik,0.0,18,0,34.9,False,207.4,909,,2019-10-05T16:00:14.585530Z,47,0,0,0,39487.jpg,3.1,0,0,Pieters,10.2,False,,a,5,90,11.0,34,977926,743,453441,25025,0.0,7.2,Pieters,1
131,0,2,176,100.0,100.0,3,40836,0,0,0,0,0.0,1,1,0.0,0.5,2,Vicente,1.0,12,0,21.6,False,216.6,900,,2019-10-20T11:30:19.312033Z,50,0,0,0,40836.jpg,3.4,0,26,Guaita,0.6,False,,a,7,31,0.0,34,47372,312,45412,501,0.2,6.8,Guaita,1
414,0,4,138,100.0,100.0,3,171317,0,0,-2,2,99.6,1,3,3.8,4.3,11,Rúben Diogo,3.8,12,2,37.8,False,183.8,869,,2019-10-19T19:00:18.633381Z,53,0,0,0,171317.jpg,2.8,0,0,da Silva Neves,5.3,False,,a,20,39,92.0,34,246578,2995,457539,2937,0.7,6.4,Neves,4
65,2,2,166,,,3,171129,0,0,3,-3,236.4,0,2,5.0,5.5,1,Diego,5.0,8,0,48.3,False,208.0,785,,,43,0,0,0,171129.jpg,3.8,0,0,Rico,14.1,False,,a,3,91,37.0,34,879387,9177,294941,5705,1.2,7.9,Rico,2
405,1,7,170,0.0,0.0,3,90585,0,0,-1,1,56.0,0,2,0.0,0.0,0,Willy,0.5,7,0,28.7,False,215.0,720,Ankle injury - Unknown return date,2019-10-26T20:00:22.175817Z,49,0,0,0,90585.jpg,4.2,1,0,Boly,3.6,False,,i,20,39,14.0,34,342601,54,551587,10527,0.1,6.9,Boly,0
198,1,2,157,100.0,100.0,3,56979,0,0,-1,1,119.9,0,3,5.8,4.8,6,Jordan,4.8,7,1,37.1,False,158.2,719,,2019-11-06T12:00:14.466684Z,54,0,0,0,56979.jpg,3.0,0,0,Henderson,0.8,False,,a,10,14,92.0,33,44453,2521,53822,720,0.9,6.1,Henderson,0
138,2,2,149,100.0,100.0,4,50471,0,0,-2,2,140.3,0,3,2.2,2.7,2,James,3.2,9,0,40.7,False,162.8,927,,2019-11-03T16:30:17.881657Z,53,0,0,0,50471.jpg,3.0,0,0,McArthur,0.7,False,,a,7,31,103.0,33,18530,533,86859,520,0.6,6.2,McArthur,1
58,0,3,197,100.0,100.0,3,56917,0,0,0,0,23.9,1,2,5.2,5.7,1,Steve,5.2,15,0,35.3,False,280.0,1080,,2019-07-30T11:30:12.364426Z,50,0,0,0,56917.jpg,2.8,0,0,Cook,0.4,False,,a,3,91,48.0,33,21740,1062,14476,729,1.0,6.6,Steve Cook,2
75,2,2,116,100.0,100.0,3,90105,0,0,-5,5,220.4,0,3,3.2,3.7,5,Ryan,3.2,10,1,57.7,False,157.0,807,,2019-09-28T16:00:16.992466Z,70,0,0,0,90105.jpg,3.0,0,0,Fraser,3.5,False,,a,3,91,202.0,33,109669,1252,1033683,2010,0.5,4.7,Fraser,2
106,0,3,178,,,1,41270,0,0,-2,2,49.4,1,2,4.0,3.5,1,David,3.0,17,2,43.1,False,286.8,990,,,58,0,0,0,41270.jpg,3.0,0,0,Luiz Moreira Marinho,6.0,False,,a,1,3,94.0,33,131211,2128,362520,4397,0.5,5.7,David Luiz,2
391,3,3,160,50.0,100.0,2,86934,0,0,-2,2,305.8,0,3,0.8,2.0,1,Manuel,2.0,12,0,59.2,False,150.0,730,Shoulder injury - 50% chance of playing,2019-11-09T17:30:13.315891Z,63,0,0,0,86934.jpg,2.9,0,0,Lanzini,1.2,False,,d,19,21,137.0,32,253647,131,269142,3175,0.3,5.1,Lanzini,0
111,0,0,191,,,3,109745,0,0,0,0,0.0,0,1,3.5,4.5,6,Kepa,4.0,17,0,18.5,False,184.6,1080,,,55,0,0,0,109745.jpg,2.7,0,20,Arrizabalaga,5.9,False,,a,6,8,0.0,32,254805,11665,238779,4128,0.7,5.8,Kepa,0
390,3,0,161,100.0,100.0,4,101537,0,0,-2,2,260.3,0,3,1.3,1.8,1,Felipe Anderson,1.8,14,0,75.1,False,213.2,801,,2019-08-10T16:30:08.726727Z,68,0,0,0,101537.jpg,2.9,0,0,Pereira Gomes,3.7,False,,a,19,21,277.0,32,132469,590,434352,5152,0.3,4.7,Felipe Anderson,1
185,0,4,141,0.0,0.0,2,60914,-1,1,-2,2,20.9,0,2,0.0,0.0,0,Joel,0.5,5,1,25.0,False,192.4,630,Knee injury - Unknown return date,2019-10-22T15:00:19.734580Z,53,0,0,0,60914.jpg,4.6,0,0,Matip,2.2,False,,i,10,14,35.0,32,443088,108,420208,9234,0.1,6.0,Matip,0
388,0,4,135,0.0,0.0,3,37096,-1,1,-1,1,0.0,2,1,0.0,0.0,0,Lukasz,0.0,8,0,14.5,False,145.8,573,Hip injury - Expected back 01 Jan,2019-09-28T16:00:17.571284Z,49,0,0,0,37096.jpg,4.6,0,20,Fabianski,2.5,False,,i,19,21,0.0,32,231528,29,406336,3937,0.0,6.5,Fabianski,0
488,2,2,120,100.0,100.0,1,195735,-1,1,-3,3,280.3,0,3,2.2,1.7,1,Nicolas,1.2,13,1,72.0,False,176.6,739,,2019-08-09T09:30:12.533555Z,92,0,0,0,195735.jpg,2.9,0,0,Pépé,2.9,False,,a,1,3,261.0,32,201598,792,369932,6845,0.1,3.5,Pépé,1
252,0,2,144,0.0,0.0,3,119471,0,0,0,0,9.9,0,2,0.0,0.0,0,Fabian,0.5,14,1,32.4,False,236.4,793,Knee injury - Expected back 25 Nov,2019-10-24T10:30:13.201858Z,50,0,0,0,119471.jpg,3.6,0,0,Schär,1.7,False,,i,13,4,78.0,32,130497,27,148011,4288,0.1,6.4,Schär,2
83,0,0,188,,,4,51927,0,0,0,0,54.4,0,2,2.3,1.8,5,Ben,1.8,18,0,40.8,False,241.6,1080,,,50,0,0,0,51927.jpg,2.7,0,0,Mee,0.9,False,,a,5,90,111.0,32,38515,480,39780,479,0.4,6.4,Mee,1
246,1,1,92,,,3,156689,0,0,0,0,207.2,0,3,4.8,4.8,8,Andreas,3.8,8,1,55.1,False,136.4,791,,,50,0,0,0,156689.jpg,2.9,0,0,Pereira,0.5,False,,a,12,1,206.0,32,84784,1774,80990,531,0.8,6.4,Pereira,1
346,2,2,130,0.0,0.0,1,62974,0,0,-2,2,202.5,1,3,0.0,0.0,0,Erik,0.2,9,2,49.0,False,159.8,602,Hamstring injury - Unknown return date,2019-10-27T16:30:10.051580Z,58,0,0,0,62974.jpg,3.6,0,0,Lamela,1.7,False,,i,17,6,127.0,32,477212,11,462146,5376,0.0,5.5,Lamela,2
304,0,6,187,,,2,93100,-1,1,0,0,63.9,2,2,-0.2,0.3,1,Jannik,0.8,21,1,45.0,False,245.8,933,,,50,0,0,0,93100.jpg,2.9,0,0,Vestergaard,4.2,False,,a,16,20,140.0,32,509751,263,291125,7564,0.2,6.4,Vestergaard,1
403,0,1,179,,,3,94147,0,0,0,0,22.1,0,2,1.8,2.3,2,Conor,1.8,15,0,20.2,False,180.0,1080,,,50,0,0,0,94147.jpg,2.7,0,0,Coady,1.5,False,,a,20,39,0.0,32,51846,771,60189,963,0.4,6.4,Coady,2
475,0,0,183,,,4,78916,0,0,0,0,145.0,0,2,1.5,1.0,0,Dan,2.0,17,0,41.5,False,211.8,1080,,,45,0,0,0,78916.jpg,2.7,0,0,Burn,0.3,False,,a,4,36,59.0,32,21604,200,13045,264,0.4,7.1,Burn,1
151,1,0,140,,,2,55422,0,0,-5,5,347.9,0,3,3.3,3.3,2,Gylfi,2.8,13,1,74.1,False,164.6,786,,,75,0,0,0,55422.jpg,2.6,0,0,Sigurdsson,3.2,False,,a,8,11,229.0,31,105893,968,733638,2532,0.4,4.1,Sigurdsson,0
21,2,2,178,,,2,242166,0,0,2,-2,178.4,0,3,2.8,2.3,2,Matteo,1.8,16,0,50.9,False,227.0,1051,,,47,0,0,0,242166.jpg,2.6,0,0,Guendouzi,10.0,False,,a,1,3,103.0,31,760106,5949,480558,11332,0.4,6.6,Guendouzi,3
5,0,2,177,,,2,39476,0,0,0,0,25.5,0,2,3.5,3.0,0,Sokratis,2.5,15,1,32.0,False,259.6,990,,,50,0,0,0,39476.jpg,2.8,0,0,Papastathopoulos,1.9,False,,a,1,3,35.0,31,99413,913,103014,2770,0.5,6.2,Sokratis,2
94,0,0,176,75.0,100.0,2,21205,0,0,0,0,0.0,0,1,1.4,1.3,0,Tom,1.8,18,0,24.1,False,242.2,990,Knock - 75% chance of playing,2019-11-10T16:00:17.137818Z,45,0,0,0,21205.jpg,2.8,0,32,Heaton,5.9,False,,d,2,7,0.0,31,223100,1874,235506,4364,0.4,6.9,Heaton,0
455,0,4,172,75.0,100.0,3,108156,0,0,0,0,5.2,1,2,0.8,0.5,0,Bjorn,1.0,17,0,23.2,False,205.6,974,Knock - 75% chance of playing,2019-11-10T16:00:17.832552Z,45,0,0,0,108156.jpg,2.8,0,0,Engels,0.9,False,,d,2,7,19.0,31,89954,294,49456,1275,0.2,6.9,Engels,1
402,0,0,138,,,2,114128,0,0,-1,1,108.5,0,2,3.2,3.7,1,Jonathan,3.2,12,1,42.0,False,186.6,909,,,54,0,0,0,114128.jpg,2.8,0,0,Castro Otto,1.0,False,,a,20,39,126.0,31,35814,1044,49492,839,0.6,5.7,Jonny,2
211,2,1,116,100.0,100.0,3,205651,0,0,0,0,89.0,0,4,3.7,3.2,0,Gabriel Fernando,3.2,3,3,64.3,False,144.2,449,,2019-08-25T15:30:15.252763Z,95,0,0,0,205651.jpg,3.4,0,0,de Jesus,1.6,False,,a,11,43,413.0,31,93952,558,186694,2169,0.3,3.3,Jesus,1
197,1,4,189,,,2,116643,0,0,0,0,192.5,0,3,4.0,3.0,9,Fabio Henrique,3.0,9,1,44.3,False,208.8,916,,,55,0,0,0,116643.jpg,2.8,0,0,Tavares,1.5,False,,a,10,14,41.0,31,90503,2526,90319,1211,0.5,5.6,Fabinho,4
466,1,3,91,100.0,100.0,2,180974,0,0,-3,3,160.4,0,4,2.8,2.3,2,Joelinton Cássio,2.8,14,1,50.6,False,113.8,966,,2019-08-28T18:30:16.689545Z,57,0,0,0,180974.jpg,2.6,0,0,Apolinário de Lira,1.1,False,,a,13,4,232.0,31,113732,864,195866,1317,0.5,5.4,Joelinton,2
368,0,2,162,100.0,100.0,3,121599,0,0,-3,3,196.1,0,3,3.5,4.0,3,Abdoulaye,4.0,23,1,61.8,False,189.8,1060,,2019-08-22T16:30:07.847959Z,57,1,0,0,121599.jpg,2.5,0,0,Doucouré,1.1,False,,a,18,57,231.0,30,24453,1732,163227,853,0.7,5.3,Doucouré,2
142,0,4,180,100.0,100.0,3,164511,0,0,-1,1,7.0,0,2,3.0,3.0,2,Yerry,2.5,15,0,42.1,False,192.4,990,,2019-10-21T01:30:13.640920Z,54,1,0,0,164511.jpg,2.7,0,0,Mina,2.6,False,,a,8,11,221.0,30,353380,1035,343447,1728,0.5,5.6,Mina,1
302,1,0,177,,,5,79934,0,0,-1,1,291.8,0,3,1.2,1.2,1,Oliver,2.2,9,0,55.3,False,220.0,1005,,,49,0,0,0,79934.jpg,2.5,0,0,Norwood,0.3,False,,a,15,49,42.0,30,20986,998,24270,470,0.4,6.1,Norwood,2
143,0,3,165,,,3,106611,0,0,-1,1,15.9,0,2,2.7,2.7,1,Michael,2.2,16,0,23.1,False,168.0,901,,,54,0,0,0,106611.jpg,2.7,0,0,Keane,2.6,False,,a,8,11,46.0,30,127527,437,170675,2766,0.4,5.6,Keane,0
105,2,1,192,,,2,41328,0,0,-1,1,209.1,0,2,1.7,2.7,0,César,2.2,17,0,50.6,False,234.8,990,,,59,0,0,0,41328.jpg,2.7,0,0,Azpilicueta,6.0,False,,a,6,8,61.0,30,155851,1327,297152,9037,0.4,5.1,Azpilicueta,0
470,0,2,114,,,3,230046,0,0,0,0,54.6,0,3,2.0,1.5,2,Douglas Luiz,2.0,10,2,26.2,False,139.0,545,,,45,0,0,0,230046.jpg,3.0,0,0,Soares de Paulo,4.0,False,,a,2,7,67.0,30,484823,5952,291324,3873,0.4,6.7,Douglas Luiz,1
100,0,4,85,100.0,100.0,3,83314,0,0,-1,1,43.4,0,3,2.3,1.8,3,Jeff,1.8,12,2,32.1,False,108.0,658,,2019-09-21T16:30:10.837857Z,54,0,0,0,83314.jpg,3.3,0,0,Hendrick,0.1,False,,a,5,90,169.0,30,9637,132,8063,185,0.3,5.6,Hendrick,3
458,2,0,140,100.0,75.0,3,203368,0,0,-1,1,106.3,0,2,3.0,1.9,0,Frédéric,3.0,13,0,33.1,False,194.6,872,,2019-11-02T18:00:16.204945Z,44,0,0,0,203368.jpg,3.0,0,0,Guilbert,0.7,False,,a,2,7,31.0,30,56634,295,44895,887,0.7,6.8,Guilbert,4
336,2,7,132,100.0,100.0,2,80226,0,0,-2,2,133.7,1,2,4.5,5.0,4,Serge,4.0,7,0,31.4,False,118.2,555,,2019-09-28T16:00:17.498533Z,48,0,0,0,80226.jpg,4.1,1,0,Aurier,1.9,False,,a,17,6,63.0,29,294638,3561,204680,1948,0.8,6.0,Aurier,0
85,1,0,182,,,3,68983,0,0,0,0,170.5,0,2,0.7,0.2,0,Matthew,0.2,18,0,39.8,False,211.6,990,,,45,0,0,0,68983.jpg,2.6,0,0,Lowton,1.1,False,,a,5,90,15.0,29,94932,187,47960,2652,0.0,6.4,Lowton,1
534,2,3,80,100.0,100.0,2,233425,0,0,2,-2,47.6,1,4,2.5,2.0,1,Aaron,3.0,8,2,33.8,False,78.0,408,,2019-10-05T14:00:20.259443Z,47,0,0,0,233425.jpg,3.2,0,0,Connolly,3.5,False,,a,4,36,219.0,29,310801,4556,79322,6384,0.6,6.2,Connolly,0
63,1,3,135,100.0,100.0,3,54469,0,0,-2,2,68.7,1,2,6.0,6.5,1,Adam,6.0,9,0,24.5,False,107.2,657,,2019-08-31T17:30:17.323480Z,43,0,0,0,54469.jpg,3.6,0,0,Smith,0.8,False,,a,3,91,69.0,29,35614,3495,80224,940,1.4,6.7,Adam Smith,2
442,1,2,122,75.0,100.0,1,231372,0,0,-1,1,110.9,0,3,1.1,2.0,1,Tanguy,1.0,9,2,39.7,False,185.2,574,Groin Injury - 75% chance of playing,2019-11-10T13:00:13.675702Z,59,0,0,0,231372.jpg,2.9,0,0,Ndombele,3.3,False,,d,17,6,100.0,29,573952,770,745113,5063,0.2,4.9,Ndombele,2
319,0,3,166,,,2,107265,0,0,0,0,0.0,1,1,-0.5,0.0,0,Angus,0.5,25,0,22.1,False,219.4,900,,,45,0,0,0,107265.jpg,2.9,0,30,Gunn,2.7,False,,a,16,20,0.0,29,235406,178,139068,5283,0.1,6.4,Gunn,0
128,1,2,120,100.0,100.0,3,58786,0,0,1,-1,12.5,0,2,-1.0,-0.5,0,Martin,0.0,5,0,14.6,False,125.6,574,,2019-10-20T11:30:19.277461Z,41,0,0,0,58786.jpg,4.1,0,0,Kelly,24.6,False,,a,7,31,8.0,29,900425,6332,759214,15946,0.0,7.1,Kelly,0
160,0,0,177,100.0,75.0,2,95658,0,0,-1,1,100.7,0,2,3.0,2.2,2,Harry,2.0,12,0,48.3,False,218.8,1080,,2019-11-08T01:00:10.281816Z,54,0,0,0,95658.jpg,2.4,0,0,Maguire,12.4,False,,a,12,1,161.0,29,374115,1035,766041,16599,0.4,5.4,Maguire,1
147,0,2,85,,,2,177815,0,0,-2,2,20.4,0,4,2.7,2.7,1,Dominic,2.2,10,3,32.7,False,108.0,517,,,58,0,0,0,177815.jpg,2.9,0,0,Calvert-Lewin,1.0,False,,a,8,11,201.0,29,85029,897,138272,1813,0.4,5.0,Calvert-Lewin,1
380,1,2,161,100.0,100.0,3,81012,0,0,0,0,141.3,0,2,0.0,0.5,0,Ryan,0.5,16,0,36.1,False,175.0,907,,2019-09-22T15:00:11.366711Z,45,0,0,0,81012.jpg,2.6,0,0,Fredericks,1.1,False,,a,19,21,44.0,29,106493,83,58234,3385,0.1,6.4,Fredericks,3
133,2,0,83,75.0,,2,82403,0,0,-3,3,170.4,0,3,1.1,2.0,1,Wilfried,2.5,16,0,70.2,False,156.2,1015,Foot injury - 75% chance of playing,2019-11-09T19:30:18.645135Z,67,0,0,0,82403.jpg,2.4,0,0,Zaha,8.0,False,,d,7,31,375.0,29,269636,1493,951491,13066,0.4,4.3,Zaha,2
445,1,3,207,,,2,149484,0,0,1,-1,38.8,0,2,1.0,0.5,0,Tyrone,1.0,20,0,38.3,False,325.2,1080,,,46,0,0,0,149484.jpg,2.4,0,0,Mings,5.2,False,,a,2,7,18.0,29,420864,1181,220433,4651,0.2,6.3,Mings,2
396,1,2,113,75.0,100.0,3,18073,0,0,0,0,89.1,1,3,0.8,1.5,1,Mark,1.5,10,1,25.9,False,89.8,732,Knock - 75% chance of playing,2019-11-09T17:30:13.338128Z,50,0,0,0,18073.jpg,2.9,0,0,Noble,0.7,False,,d,19,21,80.0,29,83742,131,65376,1992,0.3,5.8,Noble,2
225,0,2,168,100.0,75.0,2,184667,0,0,-1,1,29.1,0,2,2.8,2.1,2,Victor,1.8,11,0,20.3,False,169.8,990,,2019-11-06T16:00:19.671750Z,54,0,0,0,184667.jpg,2.5,0,0,Lindelöf,1.1,False,,a,12,1,4.0,28,44155,80,70220,1372,0.3,5.2,Lindelöf,2
152,0,5,83,0.0,0.0,3,100649,0,0,0,0,87.3,2,3,0.0,0.0,0,Bernard,2.8,4,2,33.9,False,119.4,447,Knee injury - Unknown return date,2019-10-26T16:30:19.314673Z,65,0,0,0,100649.jpg,3.5,0,0,Anício Caldeira Duarte,0.7,False,,i,8,11,134.0,28,181482,16,195418,1247,0.4,4.3,Bernard,2
370,1,3,87,,,2,108413,0,0,0,0,119.0,0,3,1.0,1.5,2,Will,1.5,17,1,34.3,False,133.4,618,,,55,0,0,0,108413.jpg,2.8,0,0,Hughes,0.5,False,,a,18,57,91.0,28,60739,130,54332,534,0.3,5.1,Hughes,2
358,0,1,150,100.0,75.0,3,41338,0,0,-1,1,4.9,0,2,3.5,3.0,6,Craig,4.0,12,0,15.9,False,147.4,829,,2019-11-02T20:30:20.157564Z,44,0,0,0,41338.jpg,2.8,0,0,Cathcart,1.4,False,,a,18,57,6.0,28,13506,518,185261,380,0.9,6.4,Cathcart,1
320,0,2,108,100.0,100.0,1,83283,0,0,-3,3,145.5,1,3,1.0,1.5,2,Nathan,2.0,26,1,48.5,False,98.2,877,,2019-08-27T21:30:10.776482Z,62,0,0,0,83283.jpg,2.8,0,0,Redmond,0.7,False,,a,16,20,238.0,28,28721,192,126338,498,0.3,4.5,Redmond,0
381,0,2,173,,,3,219924,0,0,0,0,18.7,0,2,0.0,0.5,1,Issa,0.5,20,0,29.1,False,181.2,1080,,,45,0,0,0,219924.jpg,2.2,0,0,Diop,4.1,False,,a,19,21,91.0,27,228785,181,210548,7738,0.1,6.0,Diop,4
465,1,1,76,100.0,100.0,1,148508,0,0,-3,3,120.2,0,3,4.5,4.0,8,Mahmoud Ahmed,4.5,13,2,62.4,False,183.8,692,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.5,1,0,Ibrahim Hassan,1.2,False,,a,2,7,321.0,27,70144,4917,188531,771,0.9,5.2,Trézéguet,2
309,1,5,128,100.0,100.0,1,169359,0,0,-1,1,129.8,1,2,3.2,2.7,1,Matt,3.2,8,1,31.1,False,156.6,466,,2019-09-29T10:00:18.754454Z,44,0,0,0,169359.jpg,4.5,0,0,Targett,0.8,False,,a,2,7,24.0,27,38713,737,63798,952,0.7,6.1,Targett,0
208,1,0,132,100.0,100.0,2,57410,0,0,-2,2,30.9,1,2,0.7,0.2,0,Nicolás,0.2,9,1,39.5,False,151.6,603,,2019-10-19T19:00:18.280515Z,53,0,0,0,57410.jpg,3.4,0,0,Otamendi,3.8,False,,a,11,43,214.0,27,616816,867,491077,12754,0.0,5.1,Otamendi,2
469,2,3,130,0.0,0.0,1,182539,0,0,-1,1,183.0,1,3,0.0,0.0,0,Daniel,1.2,10,0,42.9,False,150.0,659,Hamstring injury - Unknown return date,2019-11-06T17:30:16.584319Z,54,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,5.4,False,,i,1,3,96.0,27,994833,63,971203,25528,0.2,5.0,Ceballos,0
421,2,2,107,100.0,100.0,0,116216,0,0,-2,2,183.9,1,3,3.5,3.0,1,Leandro,4.0,9,2,46.5,False,127.4,362,,2019-09-06T08:30:17.439483Z,58,0,0,0,116216.jpg,4.5,0,0,Trossard,0.4,False,,a,4,36,154.0,27,60474,1202,84079,609,0.7,4.7,Trossard,0
301,0,1,147,100.0,100.0,4,47247,0,0,-2,2,276.6,1,3,2.8,2.8,2,John,3.8,5,1,58.7,False,165.6,838,,2019-10-16T11:00:17.361547Z,48,0,0,0,47247.jpg,2.6,0,0,Fleck,0.3,False,,a,15,49,145.0,26,17592,3217,9991,558,0.8,5.4,Fleck,3
266,0,0,70,100.0,100.0,4,179018,0,0,-2,2,106.1,0,3,2.2,1.7,2,Miguel,2.2,15,0,44.7,False,84.8,999,,2019-08-28T18:30:16.472453Z,58,0,0,0,179018.jpg,2.2,0,0,Almirón,0.4,False,,a,13,4,260.0,26,22985,268,50343,307,0.4,4.5,Almirón,2
467,0,2,115,,,2,101184,0,0,-1,1,87.1,0,2,2.0,1.5,1,Calum,1.0,8,1,35.9,False,153.2,675,,,44,0,0,0,101184.jpg,3.2,0,0,Chambers,1.6,False,,a,1,3,120.0,26,114864,1625,76805,1638,0.2,5.9,Chambers,3
443,0,1,175,100.0,0.0,4,220566,0,0,-1,1,184.6,0,3,1.5,0.0,1,Rodrigo,1.0,11,1,47.1,False,215.0,829,,2019-10-22T21:00:13.266046Z,54,0,0,0,220566.jpg,2.6,0,0,Hernandez,0.9,False,,a,11,43,71.0,26,110262,190,159808,1315,0.2,4.8,Rodrigo,3
343,1,3,107,100.0,100.0,1,80607,0,0,-3,3,203.3,0,3,1.3,1.8,0,Christian,0.8,12,1,45.5,False,130.4,692,,2019-10-17T12:30:20.804778Z,87,0,0,0,80607.jpg,2.6,0,0,Eriksen,3.1,False,,a,17,6,124.0,26,115894,523,370483,3990,0.1,3.0,Eriksen,3
12,2,2,78,100.0,100.0,0,59966,0,0,-2,2,90.9,0,4,4.0,3.5,2,Alexandre,3.0,7,2,48.5,False,116.8,405,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,3.7,0,0,Lacazette,1.7,False,,a,1,3,277.0,26,99047,2008,234761,1796,0.3,2.8,Lacazette,1
349,1,0,149,,,2,45268,0,0,-1,1,128.7,0,3,2.0,2.5,2,Moussa,1.5,15,0,31.6,False,111.2,1056,,,49,0,0,0,45268.jpg,2.2,0,0,Sissoko,1.8,False,,a,17,6,76.0,26,145630,864,174294,1633,0.3,5.3,Sissoko,3
376,0,2,101,100.0,100.0,1,55459,-1,1,-2,2,34.0,1,2,0.3,0.8,1,Aaron,0.8,15,2,28.5,False,146.4,623,,2019-10-19T13:30:13.690920Z,48,0,0,0,55459.jpg,3.7,0,0,Cresswell,1.7,False,,a,19,21,104.0,26,175475,297,101122,6090,0.2,5.4,Cresswell,1
269,0,3,105,100.0,100.0,1,50232,0,0,0,0,140.8,0,3,3.0,2.5,2,Jonjo,3.0,9,2,35.8,False,135.0,490,,2019-09-27T09:30:16.698778Z,50,0,0,0,50232.jpg,3.7,0,0,Shelvey,0.3,False,,a,13,4,82.0,26,26542,805,31587,324,0.6,5.2,Shelvey,0
139,1,0,83,100.0,100.0,3,55037,0,0,-1,1,64.1,0,3,1.0,1.5,2,Cheikhou,2.0,13,0,22.9,False,67.4,830,,2019-09-14T16:30:11.053549Z,49,0,0,0,55037.jpg,2.5,0,0,Kouyaté,0.2,False,,a,7,31,100.0,25,8735,199,10943,234,0.4,5.1,Kouyaté,1
