id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
445,1,3,147,,,2,149484,0,0,1,-1,26.6,0,2,2.2,1.7,2,Tyrone,2.2,12,0,27.6,False,235.0,720,,,46,0,0,0,149484.jpg,3.1,0,0,Mings,5.9,False,,a,2,7,14.0,25,401757,7729,154046,10631,0.5,5.4,Mings,1
403,0,1,130,,,3,94147,0,0,0,0,11.4,0,2,3.5,2.5,6,Conor,3.5,11,0,13.5,False,123.2,720,,,50,0,0,0,94147.jpg,3.1,0,0,Coady,1.4,False,,a,20,39,0.0,25,35666,3403,47669,1642,0.7,5.0,Coady,1
164,1,0,164,,,2,218031,1,-1,2,-2,14.6,0,2,2.5,1.5,0,Çaglar,2.5,7,0,21.0,False,179.6,720,,,47,0,0,0,218031.jpg,3.1,0,0,Söyüncü,7.1,False,,a,9,13,15.0,25,565960,49640,139049,11401,0.5,5.3,Söyüncü,1
83,0,0,123,,,3,51927,0,0,0,0,31.9,0,2,3.8,3.8,6,Ben,3.8,9,0,24.5,False,162.2,720,,,50,0,0,0,51927.jpg,3.1,0,0,Mee,1.0,False,,a,5,90,50.0,25,33263,2533,28655,1633,0.8,5.0,Mee,0
381,0,2,121,,,3,219924,0,0,0,0,16.1,0,2,3.2,3.2,1,Issa,3.2,11,0,21.4,False,114.8,720,,,45,0,0,0,219924.jpg,3.1,0,0,Diop,5.1,False,,a,19,21,83.0,25,215018,4666,126544,12230,0.7,5.6,Diop,1
113,1,5,96,100.0,100.0,1,47431,0,0,0,0,76.1,1,3,6.0,6.0,8,Willian,5.5,6,1,28.0,False,96.2,415,,2019-07-30T11:00:13.285605Z,70,0,0,0,47431.jpg,3.6,0,0,Borges Da Silva,1.7,False,,a,6,8,108.0,25,97877,28016,51652,5865,0.8,3.6,Willian,0
442,1,2,101,100.0,100.0,0,231372,0,0,0,0,60.8,0,3,3.8,3.8,1,Tanguy,2.8,8,2,27.8,False,163.6,410,,2019-08-23T12:30:08.461512Z,60,0,0,0,231372.jpg,4.2,0,0,Ndombele,4.1,False,,a,17,6,53.0,25,559901,5499,674992,16348,0.5,4.2,Ndombele,0
494,1,3,140,,,0,225321,0,0,0,0,10.0,1,1,4.2,3.7,2,Aaron,4.2,13,0,22.3,False,212.0,720,,,45,0,0,0,225321.jpg,3.1,0,27,Ramsdale,0.9,False,,a,3,91,0.0,25,72568,9060,22848,2864,0.9,5.6,Ramsdale,0
148,0,1,139,,,2,111234,0,0,0,0,0.0,0,1,2.0,2.0,2,Jordan,2.0,13,0,15.9,False,158.6,720,,,55,0,0,0,111234.jpg,3.0,0,19,Pickford,9.4,False,,a,8,11,0.0,24,334709,8885,373316,23685,0.4,4.4,Pickford,0
21,2,2,126,,,2,242166,1,-1,2,-2,115.4,0,3,3.5,3.0,3,Matteo,2.5,10,0,35.5,False,153.0,691,,,47,0,0,0,242166.jpg,3.0,0,0,Guendouzi,11.0,False,,a,1,3,86.0,24,670182,32663,329002,28100,0.5,5.1,Guendouzi,2
391,2,3,118,100.0,100.0,2,86934,-1,1,-1,1,243.2,0,3,1.5,1.5,2,Manuel,1.5,8,0,44.7,False,97.8,537,,2019-09-20T12:00:18.238214Z,64,0,0,0,86934.jpg,3.4,0,0,Lanzini,1.7,False,,a,19,21,107.0,24,245660,2293,228077,9734,0.2,3.7,Lanzini,0
475,0,0,125,,,3,78916,0,0,0,0,106.0,0,2,3.8,2.8,6,Dan,3.8,10,0,30.8,False,143.8,720,,,45,0,0,0,78916.jpg,3.0,0,0,Burn,0.3,False,,a,4,36,59.0,24,16734,2311,9438,677,0.8,5.3,Burn,0
94,0,0,122,100.0,,2,21205,0,0,0,0,0.0,0,1,3.0,2.5,3,Tom,3.0,12,0,13.4,False,135.0,720,,2019-10-08T22:30:12.278354Z,45,0,0,0,21205.jpg,3.0,0,19,Heaton,6.5,False,,a,2,7,0.0,24,203690,4095,178803,18278,0.7,5.3,Heaton,0
258,0,0,135,100.0,100.0,3,101148,0,0,-1,1,12.8,0,2,2.7,2.7,6,Jamaal,3.2,13,0,18.5,False,143.8,711,,2019-08-25T18:00:16.679021Z,44,0,0,0,101148.jpg,3.0,0,0,Lascelles,4.8,False,,a,13,4,28.0,24,58579,4515,204704,7534,0.7,5.5,Lascelles,0
321,0,2,109,,,2,101178,0,0,-2,2,209.6,0,3,4.0,3.5,2,James,4.0,15,1,40.3,False,122.2,720,,,58,0,0,0,101178.jpg,3.0,0,0,Ward-Prowse,0.7,False,,a,16,20,71.0,24,26835,1973,43221,2804,0.7,4.1,Ward-Prowse,1
101,2,2,108,,,3,60551,0,0,-1,1,221.4,0,3,3.8,3.8,5,Ashley,3.8,9,0,36.7,False,127.2,720,,,54,0,0,0,60551.jpg,3.0,0,0,Westwood,0.5,False,,a,5,90,19.0,24,15142,1374,35801,1364,0.7,4.4,Westwood,3
200,2,3,70,100.0,100.0,1,15157,0,0,-2,2,55.1,1,3,4.3,4.8,13,James,3.8,2,1,18.3,False,87.6,225,,2019-09-27T10:30:15.087691Z,53,0,0,0,15157.jpg,3.3,0,0,Milner,0.7,False,,a,10,14,39.0,23,24037,5224,44385,1324,0.7,4.3,Milner,1
453,1,1,38,100.0,100.0,2,171975,0,0,-2,2,17.4,1,3,1.0,2.0,3,Callum,2.0,4,1,20.0,False,45.2,484,,2019-09-07T11:00:18.474845Z,53,0,0,0,171975.jpg,2.9,0,0,Robinson,0.6,False,,a,15,49,140.0,23,45115,961,66460,2995,0.4,4.3,Robinson,0
340,0,0,123,0.0,,1,37915,0,0,0,0,0.0,0,1,0.0,4.0,1,Hugo,3.0,8,0,20.6,False,206.0,548,Arm injury - Unknown return date,2019-10-05T13:30:15.098154Z,55,0,0,0,37915.jpg,3.3,0,30,Lloris,6.2,False,,i,17,6,0.0,23,217201,272,435927,161671,0.5,4.2,Lloris,0
396,1,2,88,100.0,100.0,3,18073,0,0,0,0,68.1,1,3,2.8,2.8,2,Mark,2.8,5,1,21.8,False,76.4,518,,2019-08-03T18:30:13.409612Z,50,0,0,0,18073.jpg,3.8,0,0,Noble,0.9,False,,a,19,21,74.0,23,76057,1810,43513,4428,0.6,4.6,Noble,2
526,0,0,105,100.0,100.0,2,60706,0,0,1,-1,0.0,0,1,3.3,3.8,2,Adrián,2.8,6,0,9.1,False,90.4,681,,2019-08-16T11:00:10.760553Z,46,0,0,0,60706.jpg,2.9,0,12,San Miguel del Castillo,6.4,False,,a,10,14,0.0,23,569536,11192,231287,47554,0.6,5.0,Adrián,1
100,0,4,64,100.0,100.0,2,83314,0,0,-1,1,17.8,0,3,5.5,5.5,10,Jeff,5.5,3,2,20.0,False,83.4,305,,2019-09-21T16:30:10.837857Z,54,0,0,0,83314.jpg,4.6,0,0,Hendrick,0.1,False,,a,5,90,99.0,23,5513,3429,4910,912,1.0,4.3,Hendrick,1
343,1,3,100,75.0,,1,80607,0,0,-2,2,187.8,0,3,3.8,3.8,2,Christian,2.8,9,1,43.3,False,130.4,515,Dead leg - 75% chance of playing,2019-10-17T12:30:20.804778Z,88,0,0,0,80607.jpg,2.9,0,0,Eriksen,3.7,False,,d,17,6,116.0,23,103729,3816,316807,14386,0.3,2.6,Eriksen,2
376,0,2,70,100.0,,1,55459,1,-1,0,0,8.9,1,2,4.3,5.8,2,Aaron,5.8,8,2,17.3,False,106.6,353,,2019-10-05T18:30:12.996154Z,50,0,0,0,55459.jpg,5.8,0,0,Cresswell,2.1,False,,a,19,21,57.0,23,149474,7741,39495,17465,1.2,4.6,Cresswell,0
59,1,1,147,,,0,126184,0,0,-1,1,45.0,0,2,4.2,3.7,2,Nathan,4.2,13,1,38.5,False,226.8,720,,,49,0,0,0,126184.jpg,2.8,0,0,Aké,12.1,False,,a,3,91,114.0,22,191168,21837,540195,15518,0.9,4.5,Aké,1
415,1,3,115,,,3,19624,0,0,-1,1,204.3,0,3,2.2,1.2,2,João Filipe Iria,2.2,9,0,36.3,False,157.2,629,,,54,0,0,0,19624.jpg,2.8,0,0,Santos Moutinho,4.1,False,,a,20,39,0.0,22,144877,3507,308424,12371,0.4,4.1,Moutinho,1
443,0,1,144,,,3,220566,0,0,0,0,165.1,0,3,4.2,4.2,1,Rodrigo,3.2,8,1,40.4,False,171.4,649,,,55,0,0,0,220566.jpg,2.8,0,0,Hernandez,1.6,False,,a,11,43,67.0,22,106772,3868,110692,7725,0.6,4.0,Rodrigo,2
377,0,0,120,,,3,40669,0,0,0,0,3.7,0,2,3.2,3.2,1,Angelo,3.2,6,0,17.1,False,140.8,630,,,45,0,0,0,40669.jpg,3.1,0,0,Ogbonna,0.5,False,,a,19,21,27.0,22,19261,756,12783,1236,0.7,4.9,Ogbonna,2
366,0,5,126,,,1,9089,0,0,-2,2,10.0,1,1,1.8,2.8,10,Ben,2.8,20,0,18.0,False,169.4,720,,,48,0,0,0,9089.jpg,2.8,0,22,Foster,1.6,False,,a,18,57,0.0,22,15419,2211,92607,2714,0.6,4.6,Foster,0
370,1,3,70,,,0,108413,0,0,0,0,71.0,0,3,-0.2,0.8,0,Will,0.8,16,1,23.8,False,104.0,419,,,55,0,0,0,108413.jpg,3.7,0,0,Hughes,0.6,False,,a,18,57,64.0,22,59661,170,42982,4820,0.1,4.0,Hughes,0
469,2,3,90,,,1,182539,-1,1,0,0,142.4,1,3,2.8,2.3,3,Daniel,1.8,7,0,29.5,False,98.0,434,,,55,0,0,0,182539.jpg,2.8,0,0,Ceballos Fernández,8.8,False,,a,1,3,55.0,22,977444,8031,725221,45773,0.3,4.0,Ceballos,0
467,0,2,79,,,2,101184,0,0,-1,1,37.0,0,2,5.0,4.5,8,Calum,4.0,2,1,20.0,False,83.2,315,,,44,0,0,0,101184.jpg,5.5,0,0,Chambers,1.3,False,,a,1,3,80.0,22,73549,20067,53361,3317,0.9,5.0,Chambers,1
470,0,2,76,,,2,230046,0,0,0,0,41.1,0,3,1.8,1.3,6,Douglas Luiz,1.8,5,2,17.7,False,112.2,279,,,45,0,0,0,230046.jpg,3.7,0,0,Soares de Paulo,4.0,False,,a,2,7,23.0,22,421354,21216,231407,11679,0.4,4.9,Douglas Luiz,1
5,0,2,126,,,2,39476,0,0,0,0,24.0,0,2,3.5,3.0,6,Sokratis,2.5,11,0,18.4,False,150.2,720,,,50,0,0,0,39476.jpg,2.6,0,0,Papastathopoulos,1.9,False,,a,1,3,10.0,21,76048,4744,83696,3220,0.5,4.2,Sokratis,1
302,1,0,127,,,3,79934,0,0,-1,1,250.2,0,3,2.0,3.0,3,Oliver,3.0,7,0,44.3,False,161.2,679,,,49,0,0,0,79934.jpg,2.6,0,0,Norwood,0.3,False,,a,15,49,32.0,21,12250,961,18736,1112,0.6,4.3,Norwood,1
106,0,3,116,,,1,41270,0,0,-2,2,20.4,1,2,5.8,5.3,15,David,4.8,11,1,24.7,False,182.8,630,,,58,0,0,0,41270.jpg,3.0,0,0,Luiz Moreira Marinho,5.6,False,,a,1,3,43.0,21,74115,20494,323440,5346,0.8,3.6,David Luiz,2
225,0,2,119,100.0,,2,184667,0,0,-1,1,26.7,0,2,1.7,3.3,0,Victor,2.8,7,0,14.3,False,116.2,630,,2019-10-06T16:30:21.359606Z,54,0,0,0,184667.jpg,3.0,0,0,Lindelöf,1.3,False,,a,12,1,0.0,21,40321,933,54492,9401,0.5,3.9,Lindelöf,1
143,0,2,126,,,2,106611,0,0,0,0,15.5,0,2,1.2,1.2,2,Michael,1.2,13,0,18.4,False,143.2,720,,,55,0,0,0,106611.jpg,2.6,0,0,Keane,2.9,False,,a,8,11,25.0,21,116844,1985,140505,7057,0.2,3.8,Keane,0
161,1,0,99,100.0,100.0,2,172850,0,0,-1,1,91.3,0,2,2.5,1.5,1,Benjamin,2.5,5,0,22.3,False,99.2,540,,2019-08-18T16:00:08.220647Z,54,0,0,0,172850.jpg,3.5,0,0,Chilwell,4.2,False,,a,9,13,32.0,21,114900,23568,187269,6376,0.5,3.9,Chilwell,1
105,2,1,138,,,1,41328,0,0,-1,1,182.6,0,2,4.0,4.0,2,César,3.5,14,0,41.2,False,183.8,720,,,59,0,0,0,41328.jpg,2.6,0,0,Azpilicueta,6.2,False,,a,6,8,45.0,21,114140,9105,246436,10209,0.6,3.6,Azpilicueta,0
160,0,0,132,,,2,95658,-1,1,-1,1,66.6,0,2,2.3,3.3,2,Harry,2.8,8,0,35.3,False,166.2,720,,,54,0,0,0,95658.jpg,2.6,0,0,Maguire,14.4,False,,a,12,1,119.0,21,327245,8460,585812,48608,0.5,3.8,Maguire,1
371,0,2,102,,,1,43250,0,0,-1,1,176.8,0,3,3.0,4.0,3,Tom,4.0,16,1,45.1,False,99.4,546,,,49,0,0,0,43250.jpg,3.0,0,0,Cleverley,0.3,False,,a,18,57,174.0,21,18687,2286,10007,1690,0.8,4.3,Cleverley,0
203,1,0,129,,,2,58621,0,0,0,0,95.1,0,2,2.2,2.2,1,Kyle,1.2,7,0,23.1,False,86.8,637,,,60,0,0,0,58621.jpg,2.6,0,0,Walker,16.3,False,,a,11,43,48.0,21,446799,8744,646030,47839,0.2,3.5,Walker,2
38,0,0,101,100.0,100.0,3,86153,0,0,0,0,91.3,0,2,3.2,2.2,6,Martín,3.2,9,0,22.3,False,102.6,630,,2019-09-14T16:30:10.724610Z,45,0,0,0,86153.jpg,3.0,0,0,Montoya,0.7,False,,a,4,36,28.0,21,47770,1952,50086,1447,0.7,4.7,Montoya,1
49,1,1,93,,,3,60307,0,0,-1,1,301.2,0,3,2.5,1.5,3,Pascal,2.5,6,0,49.5,False,81.6,535,,,64,0,0,0,60307.jpg,2.6,0,0,Groß,0.6,False,,a,4,36,112.0,21,61566,1569,77959,1761,0.4,3.3,Groß,0
349,1,0,98,,,2,45268,0,0,0,0,91.0,0,3,3.2,3.2,2,Moussa,2.2,10,0,24.0,False,78.4,696,,,50,0,0,0,45268.jpg,2.5,0,0,Sissoko,2.0,False,,a,17,6,71.0,20,134774,1293,146826,8387,0.4,4.0,Sissoko,1
466,0,3,74,100.0,100.0,2,180974,0,0,-2,2,115.0,0,4,1.3,1.3,1,Joelinton Cássio,1.8,10,1,35.4,False,75.8,630,,2019-08-28T18:30:16.689545Z,58,0,0,0,180974.jpg,2.5,0,0,Apolinário de Lira,1.2,False,,a,13,4,163.0,20,99605,1428,175124,7005,0.3,3.4,Joelinton,2
265,2,0,57,,,2,168580,0,0,-5,5,85.6,0,3,3.2,2.2,4,Ayoze,3.2,4,0,25.8,False,67.6,430,,,60,0,0,0,168580.jpg,2.9,0,0,Pérez,3.3,False,,a,9,13,103.0,20,75555,4763,851809,6948,0.5,3.3,Pérez,0
75,1,2,70,100.0,75.0,0,90105,0,0,-4,4,120.1,0,3,2.2,1.3,1,Ryan,2.2,8,1,29.9,False,95.6,447,,2019-09-28T16:00:16.992466Z,71,0,0,0,90105.jpg,2.9,0,0,Fraser,4.1,False,,a,3,91,85.0,20,97640,3651,983170,14464,0.3,2.8,Fraser,1
331,1,1,138,,,1,55605,0,0,0,0,47.9,1,2,4.5,4.5,1,Toby,3.5,12,0,26.0,False,198.2,720,,,55,0,0,0,55605.jpg,2.5,0,0,Alderweireld,6.8,False,,a,17,6,14.0,20,199191,6415,259876,28088,0.6,3.6,Alderweireld,0
151,1,0,94,,,2,55422,0,0,-4,4,301.7,0,3,1.8,1.8,1,Gylfi,1.8,10,0,57.2,False,103.2,627,,,76,0,0,0,55422.jpg,2.5,0,0,Sigurdsson,3.7,False,,a,8,11,167.0,20,91123,2115,687282,14332,0.2,2.6,Sigurdsson,0
147,0,0,59,,,2,177815,0,0,-2,2,18.3,0,4,3.5,3.5,2,Dominic,3.5,8,2,24.7,False,74.6,476,,,58,0,0,0,177815.jpg,2.9,0,0,Calvert-Lewin,1.1,False,,a,8,11,155.0,20,68443,3801,115434,5034,0.6,3.4,Calvert-Lewin,1
138,1,0,86,100.0,100.0,4,50471,0,0,-2,2,87.7,0,3,1.5,2.5,2,James,2.5,3,0,25.0,False,88.6,601,,2019-09-13T12:30:19.034726Z,53,0,0,0,50471.jpg,2.9,0,0,McArthur,0.8,False,,a,7,31,73.0,20,13571,525,76956,1933,0.5,3.8,McArthur,1
142,0,4,134,,,2,164511,-1,1,-1,1,5.4,0,2,0.5,0.5,2,Yerry,0.5,13,0,31.1,False,156.2,720,,,54,1,0,0,164511.jpg,2.5,0,0,Mina,3.3,False,,a,8,11,149.0,20,346844,2236,285589,11597,0.1,3.7,Mina,1
134,0,3,81,100.0,0.0,3,66975,0,0,-3,3,223.9,1,3,2.2,0.0,0,Luka,3.2,7,1,39.8,False,124.6,630,,2019-09-29T09:30:20.636934Z,67,0,0,0,66975.jpg,2.9,0,0,Milivojevic,2.7,False,,a,7,31,50.0,20,26000,1424,359712,5255,0.5,3.0,Milivojevic,5
320,0,2,65,100.0,100.0,1,83283,0,0,-2,2,111.0,1,3,1.5,1.0,2,Nathan,1.5,12,1,35.9,False,69.2,527,,2019-08-27T21:30:10.776482Z,63,0,0,0,83283.jpg,3.3,0,0,Redmond,0.7,False,,a,16,20,177.0,20,24887,1181,116735,1800,0.2,3.2,Redmond,0
144,1,2,124,0.0,,2,59949,0,0,-1,1,83.1,0,2,0.0,1.8,-2,Seamus,1.8,12,0,29.3,False,115.6,665,Suspended until 26 Oct,2019-10-05T16:00:14.004301Z,54,0,0,0,59949.jpg,2.4,1,0,Coleman,2.1,False,,s,8,11,94.0,19,103134,268,186683,31054,0.3,3.5,Coleman,2
414,0,1,79,,,2,171317,0,0,-1,1,48.3,0,3,1.5,0.5,2,Rúben Diogo,1.5,10,1,21.7,False,110.0,559,,,54,0,0,0,171317.jpg,2.4,0,0,da Silva Neves,6.4,False,,a,20,39,57.0,19,230272,4278,370734,18762,0.3,3.5,Neves,3
133,1,0,52,,,2,82403,-1,1,-3,3,114.9,0,3,2.0,3.0,2,Wilfried,3.0,8,0,51.3,False,118.2,655,,,67,0,0,0,82403.jpg,2.4,0,0,Zaha,9.1,False,,a,7,31,280.0,19,239474,8090,848040,27339,0.4,2.8,Zaha,1
239,1,0,49,75.0,25.0,1,148225,0,0,0,0,34.7,0,3,-0.2,0.1,0,Anthony,0.0,3,2,26.5,False,93.6,270,Thigh injury - 75% chance of playing,2019-08-24T18:00:17.601995Z,75,0,0,0,148225.jpg,6.3,0,0,Martial,3.0,False,,d,12,1,136.0,19,904600,3327,1162400,14067,0.0,2.5,Martial,1
137,1,1,58,100.0,100.0,3,86417,0,0,0,0,65.8,0,3,1.0,2.0,2,Jeffrey,2.0,6,0,31.8,False,87.8,547,,2019-08-09T13:00:14.642811Z,55,0,0,0,86417.jpg,2.7,0,0,Schlupp,0.1,False,,a,7,31,165.0,19,8661,176,9886,601,0.4,3.5,Schlupp,1
529,0,3,99,,,1,194794,0,0,2,-2,27.3,1,2,5.0,5.0,2,Fikayo,4.5,7,1,19.3,False,135.0,450,,,47,0,0,0,194794.jpg,3.8,0,0,Tomori,5.6,False,,a,6,8,29.0,19,400642,60791,34092,11992,1.0,4.0,Tomori,1
197,1,2,130,,,2,116643,0,0,0,0,133.8,0,3,2.3,2.8,1,Fabio Henrique,1.8,6,0,28.7,False,135.0,646,,,55,0,0,0,116643.jpg,2.4,0,0,Tavares,1.5,False,,a,10,14,18.0,19,74670,2508,71519,5794,0.3,3.5,Fabinho,3
55,1,3,76,100.0,100.0,2,109345,0,0,-1,1,114.1,0,3,2.2,1.2,0,Solomon,2.2,6,0,30.3,False,97.0,426,,2019-09-21T18:30:19.376002Z,49,0,0,0,109345.jpg,3.6,0,0,March,0.4,False,,a,4,36,91.0,18,30966,498,38937,1893,0.4,3.7,March,0
395,0,0,111,,,3,204480,0,0,-1,1,40.1,0,3,2.5,2.5,2,Declan,2.5,11,0,19.4,False,127.6,720,,,49,0,0,0,204480.jpg,2.2,0,0,Rice,1.8,False,,a,19,21,27.0,18,35712,2045,93879,4858,0.5,3.7,Rice,1
267,2,0,58,100.0,100.0,2,104953,0,0,-1,1,132.0,0,3,2.0,2.0,1,Christian,2.5,9,0,24.9,False,83.2,431,,2019-08-16T12:00:11.640631Z,54,0,0,0,104953.jpg,3.0,0,0,Atsu,0.2,False,,a,13,4,33.0,18,19391,342,16811,1490,0.5,3.3,Atsu,1
211,1,0,76,100.0,100.0,1,205651,0,0,0,0,27.4,0,4,3.8,3.8,1,Gabriel Fernando,2.8,3,2,32.0,False,86.6,205,,2019-08-25T15:30:15.252763Z,95,0,0,0,205651.jpg,3.6,0,0,de Jesus,1.5,False,,a,11,43,208.0,18,61579,1941,159651,3363,0.3,1.9,Jesus,0
458,1,0,75,,,2,203368,0,0,-1,1,71.8,0,2,3.0,2.5,1,Frédéric,3.0,7,0,20.2,False,101.6,534,,,44,0,0,0,203368.jpg,3.0,0,0,Guilbert,0.8,False,,a,2,7,29.0,18,49624,2652,34031,2257,0.7,4.1,Guilbert,3
402,0,0,89,,,2,114128,0,0,-1,1,44.7,0,2,2.2,1.2,1,Jonathan,2.2,8,0,20.3,False,101.0,556,,,54,0,0,0,114128.jpg,2.6,0,0,Castro Otto,0.9,False,,a,20,39,58.0,18,17156,1654,41080,1586,0.4,3.3,Jonny,1
57,0,0,110,,,3,40845,0,0,0,0,59.1,0,3,2.2,1.2,2,Dale,2.2,9,0,23.9,False,118.0,706,,,45,0,0,0,40845.jpg,2.2,0,0,Stephens,2.9,False,,a,4,36,61.0,18,123914,7039,135070,7405,0.5,4.0,Stephens,1
508,2,0,54,,,1,128198,0,0,0,0,103.3,0,3,2.8,2.3,1,Sofiane,2.8,8,0,33.7,False,87.4,367,,,55,0,0,0,128198.jpg,2.6,0,0,Boufal,0.2,False,,a,16,20,147.0,18,12245,374,9037,940,0.5,3.3,Boufal,0
206,0,0,123,,,2,206325,-1,1,-1,1,197.3,0,2,1.8,1.8,0,Oleksandr,0.8,9,0,37.0,False,124.4,585,,,54,0,0,0,206325.jpg,2.6,0,0,Zinchenko,8.3,False,,a,11,43,48.0,18,574022,6064,723075,49009,0.1,3.3,Zinchenko,0
503,0,1,105,,,2,19419,0,0,0,0,23.5,0,2,1.5,2.5,2,Gary,2.5,7,0,26.7,False,118.4,540,,,45,0,0,0,19419.jpg,3.0,0,0,Cahill,1.8,False,,a,7,31,124.0,18,56906,2807,76558,3597,0.6,4.0,Cahill,1
122,0,2,112,75.0,50.0,2,214590,-1,1,-1,1,76.2,0,2,0.7,1.1,0,Aaron,1.8,6,0,22.8,False,130.2,540,Illness - 75% chance of playing,2019-09-30T19:00:19.435462Z,54,0,0,0,214590.jpg,3.0,0,0,Wan-Bissaka,18.6,False,,d,12,1,21.0,18,494532,1044,1453231,132862,0.3,3.3,Wan-Bissaka,2
378,1,3,100,100.0,100.0,2,105717,0,0,0,0,63.0,1,2,0.8,0.8,0,Arthur,0.8,2,0,17.8,False,103.2,336,,2019-09-16T21:30:11.964684Z,45,0,0,0,105717.jpg,4.5,1,0,Masuaku,0.9,False,,a,19,21,12.0,18,85581,375,61142,4601,0.2,4.0,Masuaku,1
410,0,3,46,50.0,50.0,1,194634,-1,1,-4,4,63.7,0,4,1.4,0.9,0,Diogo,2.8,9,1,32.4,False,66.2,452,Toe Injury - 50% chance of playing,2019-09-28T16:00:17.602424Z,61,0,0,0,194634.jpg,3.0,0,0,Jota,3.5,False,,d,20,39,195.0,18,133066,461,721186,21046,0.5,3.0,Jota,0
307,0,1,125,,,2,171771,0,0,0,0,14.4,0,2,1.8,1.3,0,Jan,1.8,15,0,19.2,False,167.0,720,,,45,0,0,0,171771.jpg,2.2,0,0,Bednarek,0.9,False,,a,16,20,10.0,18,44363,402,35813,2610,0.4,4.0,Bednarek,1
364,0,2,55,,,0,73426,0,0,-2,2,83.9,0,4,0.0,1.0,1,Andre,1.0,9,1,30.1,False,52.8,395,,,58,0,0,0,73426.jpg,2.1,0,0,Gray,0.5,False,,a,18,57,168.0,17,31030,397,55862,2121,0.2,2.9,Gray,0
17,0,2,72,,,0,153133,-1,1,-2,2,100.8,0,3,1.8,1.8,2,Alex,1.8,10,1,35.7,False,89.6,385,,,58,0,0,0,153133.jpg,2.8,0,0,Iwobi,1.6,False,,a,8,11,166.0,17,112674,1411,171387,7562,0.3,2.9,Iwobi,0
28,1,1,67,,,1,85242,0,0,-3,3,87.8,1,3,3.5,3.0,11,Conor,3.5,4,1,24.7,False,83.4,272,,,57,0,0,0,85242.jpg,3.4,0,0,Hourihane,0.1,False,,a,2,7,76.0,17,3726,1672,13711,325,0.6,3.0,Hourihane,1
96,0,1,58,0.0,100.0,3,60586,0,0,-1,1,113.7,0,3,0.8,0.8,3,Johann Berg,0.8,2,1,26.7,False,74.4,309,Hamstring injury - Unknown return date,2019-10-13T21:00:19.113958Z,59,0,0,0,60586.jpg,4.2,0,0,Gudmundsson,0.6,False,,i,5,90,79.0,17,79141,120,103006,1362,0.1,2.9,Gudmundsson,0
172,1,0,64,,,0,201666,0,0,-1,1,72.2,0,3,2.0,1.0,1,Harvey,2.0,3,1,27.7,False,79.6,330,,,59,0,0,0,201666.jpg,2.4,0,0,Barnes,0.3,False,,a,9,13,123.0,17,13352,735,14692,911,0.3,2.9,Barnes,0
431,3,0,60,,,0,176413,0,0,-3,3,69.3,0,3,1.5,1.5,4,Christian,1.0,8,0,22.5,False,62.4,285,,,72,0,0,0,176413.jpg,3.4,0,0,Pulisic,3.1,False,,a,6,8,93.0,17,212511,1870,599902,13440,0.1,2.4,Pulisic,0
534,0,3,58,100.0,,1,233425,0,0,0,0,29.6,1,4,3.0,3.0,13,Aaron,4.0,3,2,24.9,False,73.6,154,,2019-10-05T14:00:20.259443Z,45,0,0,0,233425.jpg,3.4,0,0,Connolly,1.2,False,,a,4,36,146.0,17,95772,51132,22489,7121,0.9,3.8,Connolly,0
4,2,3,92,100.0,100.0,1,154043,0,0,0,0,108.2,1,2,1.2,0.7,0,Ainsley,0.2,10,0,27.1,False,136.4,490,,2019-09-22T18:00:10.824841Z,50,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,5.0,False,,a,1,3,31.0,17,539499,2162,395566,27533,0.0,3.4,Maitland-Niles,0
54,1,0,80,100.0,50.0,2,66242,0,0,0,0,91.2,0,3,0.9,0.1,0,Davy,1.2,8,0,26.6,False,102.2,540,,2019-09-29T10:30:09.519275Z,50,0,0,0,66242.jpg,2.8,0,0,Pröpper,0.5,False,,a,4,36,72.0,17,79250,36,73569,3513,0.2,3.4,Pröpper,0
139,1,0,49,100.0,100.0,3,55037,0,0,-1,1,34.7,0,3,2.0,3.0,5,Cheikhou,3.0,6,0,15.4,False,41.4,496,,2019-09-14T16:30:11.053549Z,49,0,0,0,55037.jpg,2.8,0,0,Kouyaté,0.2,False,,a,7,31,81.0,17,5264,846,8634,397,0.6,3.5,Kouyaté,1
246,1,0,50,,,2,156689,0,0,0,0,82.0,0,3,1.5,2.5,2,Andreas,2.0,5,0,27.7,False,68.0,484,,,50,0,0,0,156689.jpg,2.4,0,0,Pereira,0.5,False,,a,12,1,127.0,17,74525,433,73126,2257,0.4,3.4,Pereira,1
